time,AirFlow,Air_Flow_Diff,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-28 22:15:00,528.3066666666667,4.2299999999999045,0.0,,45.666666666666664,87.11,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.12333333333333,-9.5,,67.0,69.0,85.0,68.0,,
2025-01-28 22:30:00,541.02,-16.960000000000036,0.0,,45.5,83.57666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.02666666666666,-9.899999999999991,,67.0,69.0,85.0,68.0,,
2025-01-28 22:45:00,534.6666666666666,-12.720000000000027,0.0,,45.666666666666664,90.02,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.71,-10.079999999999998,,67.0,69.0,85.0,68.0,,
2025-01-28 23:00:00,536.7833333333333,0.0,0.0,,45.666666666666664,84.95666666666666,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.66666666666667,-10.179999999999993,,67.0,69.0,85.0,68.0,,
2025-01-28 23:15:00,529.0133333333333,-19.07000000000005,0.0,,46.166666666666664,91.75999999999999,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,72.91000000000001,-10.379999999999995,,67.0,69.0,85.0,68.0,,
2025-01-28 23:30:00,521.9499999999999,-36.03000000000003,0.0,,46.166666666666664,92.17,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.00333333333333,-10.019999999999996,,67.0,69.0,85.0,68.0,,
2025-01-28 23:45:00,542.4333333333333,-25.430000000000064,0.0,,46.5,92.06,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.04666666666667,-9.899999999999991,,67.0,69.0,85.0,68.0,,
2025-01-29 00:00:00,541.7266666666666,6.349999999999909,0.0,,46.5,92.02,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.41666666666667,-9.879999999999995,,67.0,69.0,85.0,68.0,,
2025-01-29 00:15:00,538.9033333333333,-10.600000000000023,0.0,,46.833333333333336,91.88,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.71333333333332,-9.0,,67.0,69.0,85.0,68.0,,
2025-01-29 00:30:00,543.8466666666667,0.0,0.0,,47.0,92.10333333333334,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.91333333333334,-7.989999999999995,,67.0,69.0,85.0,68.0,,
2025-01-29 00:45:00,539.61,8.469999999999914,0.0,,47.0,91.87333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,75.08,-8.579999999999998,,67.0,69.0,85.0,68.0,,
2025-01-29 01:00:00,541.0233333333334,-2.1200000000000045,0.0,,47.0,92.20333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,75.24333333333334,-7.739999999999995,,67.0,69.0,85.0,68.0,,
