time,AirFlow,Air_Flow_Diff,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTemp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-29 03:30:00,125.01666666666665,-10.600000000000009,0.0,,63.166666666666664,62.60666666666666,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.54666666666667,1.5799999999999983,,67.0,69.0,68.0,68.0,,
2025-01-29 03:45:00,110.18,14.829999999999984,0.0,,63.5,62.61666666666667,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.55666666666667,1.5300000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 04:00:00,122.89666666666666,-10.600000000000009,0.0,,63.833333333333336,62.64000000000001,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.56333333333333,1.5600000000000023,,67.0,69.0,68.0,68.0,,
2025-01-29 04:15:00,125.72333333333334,-8.480000000000004,0.0,,63.833333333333336,62.626666666666665,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.53,1.5799999999999983,,67.0,69.0,68.0,68.0,,
2025-01-29 04:30:00,122.19,16.94999999999999,0.0,,64.33333333333333,62.553333333333335,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.54,1.5300000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 04:45:00,125.71999999999998,8.469999999999999,0.0,,64.5,62.56333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.53,1.5300000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 05:00:00,108.77,-12.719999999999999,0.0,,65.0,62.71,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.56333333333333,1.5300000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 05:15:00,122.18666666666667,0.0,0.0,,66.5,62.75333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.58333333333333,1.5300000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 05:30:00,116.54,-14.840000000000003,0.0,,67.16666666666667,62.876666666666665,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.62,1.6200000000000045,,67.0,69.0,68.0,68.0,,
2025-01-29 05:45:00,125.01333333333334,-21.190000000000012,0.0,,68.0,62.77,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.64,1.6200000000000045,,67.0,69.0,68.0,68.0,,
2025-01-29 06:00:00,122.19,-14.840000000000003,0.0,,68.33333333333333,62.78333333333333,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.64,1.6400000000000006,,67.0,69.0,68.0,68.0,,
2025-01-29 06:15:00,125.71999999999998,-10.600000000000009,0.0,,72.33333333333333,62.89666666666667,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.64666666666666,1.6400000000000006,,67.0,69.0,68.0,68.0,,
2025-01-29 06:30:00,109.47333333333334,8.469999999999999,0.0,,72.33333333333333,63.26,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.65,1.6500000000000057,,67.0,69.0,68.0,68.0,,
2025-01-29 06:45:00,125.72000000000001,2.1099999999999994,0.0,,72.83333333333333,63.26666666666667,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.65,1.6500000000000057,,67.0,69.0,68.0,68.0,,
2025-01-29 07:00:00,126.42666666666666,2.1099999999999994,0.0,,71.83333333333333,63.29,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.65,1.6500000000000057,,67.0,69.0,68.0,68.0,,
