time,BldgStaticPres,BldgStaticPresSp,ClgPct,ClgStgCmd01,ClgStgCmd02,EconEna,EconEnaSp,EffRmSp,EffSuplAirTempSp,ExhAirDmprFbk,ExhFanSpd,ExhFanStatus,FltAlm,HtgAlm,HtgPct,HtgStgCmd01,HtgStgCmd02,OccCmd,OccStatus,OutAirDmprFbk,OutAirFlow,OutAirTemp,RmTemp,SuplAirHtgSp,SuplAirStaticPres,SuplAirTemp,SuplAirTempAlm,SuplAirTempSp,SuplFanAlm,SuplFanSpd,SuplFanStatus,UnoccClgSp,UnoccHtgSp,record_index
2025-01-28 23:30:00,-0.0033333333333333,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3289.333333333333,52.873333333333335,69.53333333333333,100.0,1.1366666666666667,65.68666666666667,0.0,62.0,0.0,100.0,2.0,85.0,45.0,56
2025-01-28 23:45:00,-0.0533333333333333,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3334.6666666666665,52.64000000000001,69.63,100.0,1.106666666666667,65.53666666666666,0.0,62.0,0.0,100.0,2.0,85.0,45.0,57
2025-01-29 00:00:00,-0.03,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3414.333333333333,52.25666666666667,69.63666666666667,100.0,1.1133333333333333,65.47666666666667,0.0,62.0,0.0,100.0,2.0,85.0,45.0,58
2025-01-29 00:15:00,0.01,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3354.6666666666665,51.79666666666666,69.64333333333333,100.0,1.09,65.29333333333334,0.0,62.0,0.0,100.0,2.0,85.0,45.0,59
2025-01-29 00:30:00,-0.04,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3294.6666666666665,51.57666666666668,69.69666666666667,100.0,1.08,65.32000000000001,0.0,62.0,0.0,100.0,2.0,85.0,45.0,60
2025-01-29 00:45:00,-0.02,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3285.0,51.43,69.68,100.0,1.05,65.26333333333334,0.0,62.0,0.0,100.0,2.0,85.0,45.0,61
2025-01-29 01:00:00,0.0,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3106.333333333333,51.303333333333335,69.71333333333334,100.0,1.0666666666666669,65.47666666666667,0.0,62.0,0.0,100.0,2.0,85.0,45.0,62
2025-01-29 01:15:00,0.0,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3021.6666666666665,51.02,69.71333333333332,100.0,1.0566666666666666,65.27,0.0,62.0,0.0,100.0,2.0,85.0,45.0,63
2025-01-29 01:30:00,-0.0266666666666666,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,2937.6666666666665,50.97,69.72,100.0,1.0366666666666668,65.39333333333333,0.0,62.0,0.0,100.0,2.0,85.0,45.0,64
2025-01-29 01:45:00,0.0433333333333333,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3190.0,50.84,69.76666666666667,100.0,1.0166666666666666,65.22000000000001,0.0,62.0,0.0,100.0,2.0,85.0,45.0,65
