,time,AirFlow,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmCo2,RmSp,RmTemp,SaTemp,StbyClgSp,StbyHtgSp,SuplFanCmd,SuplFanState,UnoccClgSp,UnoccHtgSp,oppMode
101,2025-01-29 05:45:00,788.93,0.0,100.0,88.87,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.70333333333333,,67.0,69.0,1.0,-1.0,68.0,68.0,
102,2025-01-29 06:00:00,774.0966666666667,0.0,100.0,88.99333333333334,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.69666666666666,,67.0,69.0,1.0,-1.0,68.0,68.0,
103,2025-01-29 06:15:00,723.2433333333333,0.0,100.0,89.48666666666668,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.71333333333332,,67.0,69.0,1.0,-1.0,68.0,68.0,
104,2025-01-29 06:30:00,726.07,0.0,100.0,89.88333333333333,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.75333333333333,,67.0,69.0,1.0,-1.0,68.0,68.0,
105,2025-01-29 06:45:00,719.71,0.0,100.0,89.85666666666667,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.75,,67.0,69.0,1.0,-1.0,68.0,68.0,
106,2025-01-29 07:00:00,738.0766666666667,0.0,100.0,89.94666666666666,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.82666666666667,,67.0,69.0,1.0,-1.0,68.0,68.0,
107,2025-01-29 07:15:00,720.4200000000001,0.0,100.0,89.84666666666665,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.82666666666667,,67.0,69.0,1.0,-1.0,68.0,68.0,
108,2025-01-29 07:30:00,723.2466666666666,0.0,100.0,89.50333333333333,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.83333333333333,,67.0,69.0,1.0,-1.0,68.0,68.0,
109,2025-01-29 07:45:00,735.25,0.0,100.0,89.71999999999998,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.77,,67.0,69.0,1.0,-1.0,68.0,68.0,
110,2025-01-29 08:00:00,728.1866666666666,0.0,100.0,89.77666666666666,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.76,,67.0,69.0,1.0,-1.0,68.0,68.0,
