,time,AirFlow,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmCo2,RmSp,RmTemp,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,oppMode
122,2025-01-29 11:00:00,646.26,0.0,,45.5,98.91,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,430.0,0.0,70.95,,67.0,69.0,85.0,68.0,
123,2025-01-29 11:15:00,647.6733333333333,0.0,,45.5,98.67666666666666,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,427.3333333333333,0.0,70.95,,67.0,69.0,85.0,68.0,
124,2025-01-29 11:30:00,646.9666666666667,0.0,,45.5,98.38,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,490.0,0.0,71.0,,67.0,69.0,85.0,68.0,
125,2025-01-29 11:45:00,651.2033333333334,0.0,,45.5,98.38333333333333,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,472.6666666666667,0.0,71.10333333333334,,67.0,69.0,85.0,68.0,
126,2025-01-29 12:00:00,649.0866666666667,0.0,,45.5,98.38666666666666,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,468.0,0.0,71.08666666666666,,67.0,69.0,85.0,68.0,
127,2025-01-29 12:15:00,651.9066666666666,0.0,,45.5,98.21666666666664,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,440.3333333333333,0.0,70.95666666666666,,67.0,69.0,85.0,68.0,
128,2025-01-29 12:30:00,649.0866666666667,0.0,,45.66666666666666,98.15,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,479.3333333333333,0.0,70.95666666666666,,67.0,69.0,85.0,68.0,
129,2025-01-29 12:45:00,645.5533333333333,0.0,,45.5,98.24666666666668,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,475.3333333333333,0.0,70.92333333333333,,67.0,69.0,85.0,68.0,
130,2025-01-29 13:00:00,651.91,0.0,,45.5,98.17,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,488.3333333333333,0.0,70.89999999999999,,67.0,69.0,85.0,68.0,
131,2025-01-29 13:15:00,651.91,0.0,,45.5,98.38666666666666,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,575.6666666666666,0.0,71.15666666666665,,67.0,69.0,85.0,68.0,
132,2025-01-29 13:30:00,653.3233333333334,0.0,,45.833333333333336,98.54,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,593.6666666666666,0.0,71.22,,67.0,69.0,85.0,68.0,
133,2025-01-29 13:45:00,654.7333333333333,0.0,,45.5,98.71999999999998,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,526.6666666666666,0.0,71.21666666666665,,67.0,69.0,85.0,68.0,
