,time,AirFlow,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmCo2,RmSp,RmTemp,StbyClgSp,StbyHtgSp,SuplFanCmd,SuplFanState,UnoccClgSp,UnoccHtgSp
29,2025-01-27 21:45:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
30,2025-01-27 22:00:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
31,2025-01-27 22:15:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
32,2025-01-27 22:30:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
33,2025-01-27 22:45:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
34,2025-01-27 23:00:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
35,2025-01-27 23:15:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
36,2025-01-27 23:30:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
37,2025-01-27 23:45:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
38,2025-01-28 00:00:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
39,2025-01-28 00:15:00,,,,,495.82,,70.0,,74.0,,70.0,,72.0,,67.0,69.0,,,85.0,68.0
40,2025-01-28 14:30:00,586.9300000000001,0.0,62.25,80.5,580.57,0.0,70.0,54.54,74.0,0.0,70.0,0.0,72.0,70.37,67.0,69.0,1.0,-1.0,85.0,68.0
41,2025-01-28 14:45:00,575.63,0.0,62.0,80.03,574.22,0.0,70.0,53.16666666666666,74.0,0.0,70.0,0.0,72.0,70.31,67.0,69.0,1.0,-1.0,85.0,68.0
42,2025-01-28 15:00:00,565.0333333333333,0.0,62.333333333333336,79.50999999999999,562.9133333333333,0.0,70.0,51.16666666666666,74.0,0.0,70.0,0.0,72.0,70.29333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
43,2025-01-28 15:15:00,562.21,0.0,61.0,78.89666666666666,555.8566666666667,0.0,70.0,49.57333333333333,74.0,0.0,70.0,0.0,72.0,70.27,67.0,69.0,1.0,-1.0,85.0,68.0
44,2025-01-28 15:30:00,530.4266666666667,0.0,59.5,77.27,535.37,0.0,70.0,45.20666666666667,74.0,0.0,70.0,0.0,72.0,70.38333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
45,2025-01-28 15:45:00,523.3633333333333,0.0,58.5,76.08333333333333,521.9499999999999,0.0,70.0,42.56666666666667,74.0,0.0,70.0,0.0,72.0,70.38,67.0,69.0,1.0,-1.0,85.0,68.0
46,2025-01-28 16:00:00,512.0633333333334,0.0,57.833333333333336,74.99666666666667,507.1166666666666,0.0,70.0,39.38333333333333,74.0,0.0,70.0,0.0,72.0,70.37333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
47,2025-01-28 16:15:00,500.76,0.0,58.16666666666666,74.64333333333333,499.3466666666666,0.0,70.0,37.696666666666665,74.0,0.0,70.0,0.0,72.0,70.33333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
48,2025-01-28 16:30:00,489.46,0.0,56.5,73.91000000000001,489.46,0.0,70.0,35.64666666666667,74.0,0.0,70.0,0.0,72.0,70.3,67.0,69.0,1.0,-1.0,85.0,68.0
49,2025-01-28 16:45:00,468.9766666666666,0.0,54.333333333333336,72.85333333333334,468.9766666666666,0.0,70.0,31.44,74.0,0.0,70.0,0.0,72.0,70.37666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
50,2025-01-28 17:00:00,452.0266666666666,0.0,53.333333333333336,72.10333333333334,454.1466666666667,0.0,70.0,28.24333333333333,74.0,0.0,70.0,0.0,72.0,70.38666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
51,2025-01-28 17:15:00,444.9633333333333,0.0,52.5,71.49666666666667,440.02,0.0,70.0,25.313333333333333,74.0,0.0,70.0,0.0,72.0,70.38666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
52,2025-01-28 17:30:00,420.95,0.0,51.5,70.87333333333333,424.48333333333335,0.0,70.0,22.1,74.0,0.0,70.0,0.0,72.0,70.39,67.0,69.0,1.0,-1.0,85.0,68.0
53,2025-01-28 17:45:00,404.70666666666665,0.0,50.333333333333336,70.42,411.76666666666665,0.0,70.0,19.24,74.0,0.0,70.0,0.0,72.0,70.38666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
54,2025-01-28 18:00:00,395.52333333333337,0.0,49.16666666666666,69.74,396.93666666666667,0.0,70.0,16.103333333333335,74.0,0.0,70.0,0.0,72.0,70.39,67.0,69.0,1.0,-1.0,85.0,68.0
55,2025-01-28 18:15:00,383.51666666666665,0.0,48.333333333333336,69.20666666666666,380.6933333333333,0.0,70.0,12.923333333333334,74.0,0.0,70.0,0.0,72.0,70.39,67.0,69.0,1.0,-1.0,85.0,68.0
56,2025-01-28 18:30:00,356.68,0.0,45.66666666666666,69.31,349.6133333333333,0.0,70.0,6.496666666666667,74.0,0.0,70.0,0.0,72.0,70.55,67.0,69.0,1.0,-1.0,85.0,68.0
57,2025-01-28 18:45:00,319.24333333333334,0.0,43.0,69.45333333333333,321.3633333333333,0.0,70.0,0.48,74.0,0.0,70.0,0.0,72.0,70.65666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
58,2025-01-28 19:00:00,315.00666666666666,0.0,43.66666666666666,69.56333333333333,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,70.81,67.0,69.0,1.0,-1.0,85.0,68.0
59,2025-01-28 19:15:00,324.19,0.0,43.833333333333336,69.68333333333334,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,70.77666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
60,2025-01-28 19:30:00,316.4166666666667,0.0,42.0,69.75666666666666,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,70.84333333333335,67.0,69.0,1.0,-1.0,85.0,68.0
61,2025-01-28 19:45:00,323.4833333333333,0.0,41.66666666666666,69.74000000000001,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,71.00666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
62,2025-01-28 20:00:00,319.95,0.0,41.333333333333336,69.79333333333334,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,70.92,67.0,69.0,1.0,-1.0,85.0,68.0
63,2025-01-28 20:15:00,316.42,0.0,40.66666666666666,69.86666666666667,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,70.93333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
64,2025-01-28 20:30:00,322.77666666666664,0.0,40.16666666666666,69.96,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,71.05333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
65,2025-01-28 20:45:00,319.95,0.0,40.0,69.97333333333334,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,71.08666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
66,2025-01-28 21:00:00,322.77666666666664,0.0,40.0,69.94666666666666,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,71.1,67.0,69.0,1.0,-1.0,85.0,68.0
67,2025-01-28 21:15:00,316.42,0.0,40.0,69.95,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,71.23333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
68,2025-01-28 21:30:00,317.83,0.0,40.333333333333336,67.89,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,71.13666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
69,2025-01-28 21:45:00,320.6566666666667,0.0,39.66666666666666,65.52,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,70.36333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
70,2025-01-28 22:00:00,322.07,0.0,39.333333333333336,67.07,319.95,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.0,70.08,67.0,69.0,1.0,-1.0,85.0,68.0
71,2025-01-28 22:15:00,344.67,0.0,43.833333333333336,66.25999999999999,347.49666666666667,0.0,70.0,5.996666666666667,74.0,0.0,70.0,0.0,72.0,69.73,67.0,69.0,1.0,-1.0,85.0,68.0
72,2025-01-28 22:30:00,360.21000000000004,0.0,42.833333333333336,65.56333333333333,359.50333333333333,0.0,70.0,8.53,74.0,0.0,70.0,0.0,72.0,69.69333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
73,2025-01-28 22:45:00,413.18,0.0,47.833333333333336,68.94,410.3566666666666,0.0,70.0,19.0,74.0,0.0,70.0,0.0,72.0,69.38,67.0,69.0,1.0,-1.0,85.0,68.0
74,2025-01-28 23:00:00,441.4333333333333,0.0,50.5,67.92999999999999,442.8466666666666,0.0,70.0,26.39333333333333,74.0,0.0,70.0,0.0,72.0,69.26,67.0,69.0,1.0,-1.0,85.0,68.0
75,2025-01-28 23:15:00,459.09,0.0,51.66666666666666,72.59666666666668,458.3866666666667,0.0,70.0,29.06,74.0,0.0,70.0,0.0,72.0,69.38,67.0,69.0,1.0,-1.0,85.0,68.0
76,2025-01-28 23:30:00,450.6133333333333,0.0,51.16666666666666,72.75333333333333,454.1466666666667,0.0,70.0,28.266666666666666,74.0,0.0,70.0,0.0,72.0,69.61333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
77,2025-01-28 23:45:00,451.32,0.0,51.66666666666666,72.86666666666667,456.26666666666665,0.0,70.0,28.53,74.0,0.0,70.0,0.0,72.0,69.71,67.0,69.0,1.0,-1.0,85.0,68.0
78,2025-01-29 00:00:00,471.0966666666666,0.0,52.333333333333336,73.58666666666666,467.5633333333333,0.0,70.0,30.94,74.0,0.0,70.0,0.0,72.0,69.69,67.0,69.0,1.0,-1.0,85.0,68.0
79,2025-01-29 00:15:00,483.8133333333333,0.0,53.16666666666666,74.33,479.5733333333333,0.0,70.0,33.63666666666666,74.0,0.0,70.0,0.0,72.0,69.67,67.0,69.0,1.0,-1.0,85.0,68.0
80,2025-01-29 00:30:00,490.1666666666667,0.0,54.16666666666666,74.96,488.7533333333333,0.0,70.0,35.39333333333334,74.0,0.0,70.0,0.0,72.0,69.70333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
81,2025-01-29 00:45:00,495.82,0.0,54.833333333333336,74.87666666666667,487.34,0.0,70.0,35.36000000000001,74.0,0.0,70.0,0.0,72.0,69.8,67.0,69.0,1.0,-1.0,85.0,68.0
82,2025-01-29 01:00:00,489.46,0.0,55.16666666666666,75.37333333333333,493.7,0.0,70.0,36.41,74.0,0.0,70.0,0.0,72.0,69.81333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
83,2025-01-29 01:15:00,496.5233333333333,0.0,56.0,75.55333333333334,496.5266666666666,0.0,70.0,36.99333333333333,74.0,0.0,70.0,0.0,72.0,69.84333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
84,2025-01-29 01:30:00,495.1133333333333,0.0,56.5,76.07333333333334,500.7633333333333,0.0,70.0,38.0,74.0,0.0,70.0,0.0,72.0,69.85,67.0,69.0,1.0,-1.0,85.0,68.0
85,2025-01-29 01:45:00,504.2933333333333,0.0,57.16666666666666,76.43,505.7033333333334,0.0,70.0,39.11000000000001,74.0,0.0,70.0,0.0,72.0,69.84666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
86,2025-01-29 02:00:00,510.65,0.0,57.5,76.46666666666665,507.8233333333333,0.0,70.0,39.45666666666667,74.0,0.0,70.0,0.0,72.0,69.87666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
87,2025-01-29 02:15:00,514.18,0.0,57.333333333333336,76.66666666666667,508.53,0.0,70.0,39.47333333333333,74.0,0.0,70.0,0.0,72.0,69.91333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
88,2025-01-29 02:30:00,501.47,0.0,57.0,76.26333333333334,505.7033333333334,0.0,70.0,38.79333333333333,74.0,0.0,70.0,0.0,72.0,69.94666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
89,2025-01-29 02:45:00,512.0633333333334,0.0,57.5,76.47,507.8233333333333,0.0,70.0,39.53666666666667,74.0,0.0,70.0,0.0,72.0,69.93666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
90,2025-01-29 03:00:00,517.7166666666667,0.0,57.66666666666666,76.89666666666666,512.0633333333334,0.0,70.0,40.28666666666667,74.0,0.0,70.0,0.0,72.0,69.93333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
91,2025-01-29 03:15:00,509.9433333333333,0.0,57.16666666666666,76.85000000000001,511.3566666666666,0.0,70.0,40.16666666666666,74.0,0.0,70.0,0.0,72.0,69.94,67.0,69.0,1.0,-1.0,85.0,68.0
92,2025-01-29 03:30:00,512.77,0.0,57.333333333333336,76.86666666666666,512.0633333333334,0.0,70.0,40.336666666666666,74.0,0.0,70.0,0.0,72.0,69.95333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
93,2025-01-29 03:45:00,509.2366666666667,0.0,57.5,76.91666666666667,512.0633333333334,0.0,70.0,40.34,74.0,0.0,70.0,0.0,72.0,69.96,67.0,69.0,1.0,-1.0,85.0,68.0
94,2025-01-29 04:00:00,510.6499999999999,0.0,57.833333333333336,77.14,512.77,0.0,70.0,40.61666666666667,74.0,0.0,70.0,0.0,72.0,69.96666666666665,67.0,69.0,1.0,-1.0,85.0,68.0
95,2025-01-29 04:15:00,513.4766666666666,0.0,58.0,77.11666666666666,514.89,0.0,70.0,40.903333333333336,74.0,0.0,70.0,0.0,72.0,69.96,67.0,69.0,1.0,-1.0,85.0,68.0
96,2025-01-29 04:30:00,512.0633333333334,0.0,58.16666666666666,77.16000000000001,517.01,0.0,70.0,41.196666666666665,74.0,0.0,70.0,0.0,72.0,69.95333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
97,2025-01-29 04:45:00,513.4766666666666,0.0,58.66666666666666,77.14999999999999,516.3033333333333,0.0,70.0,41.126666666666665,74.0,0.0,70.0,0.0,72.0,69.96666666666665,67.0,69.0,1.0,-1.0,85.0,68.0
98,2025-01-29 05:00:00,508.53,0.0,58.333333333333336,77.11333333333333,516.3033333333333,0.0,70.0,41.23333333333333,74.0,0.0,70.0,0.0,72.0,69.96666666666665,67.0,69.0,1.0,-1.0,85.0,68.0
99,2025-01-29 05:15:00,514.89,0.0,58.5,77.08333333333333,519.13,0.0,70.0,41.77,74.0,0.0,70.0,0.0,72.0,69.96,67.0,69.0,1.0,-1.0,85.0,68.0
100,2025-01-29 05:30:00,527.6,0.0,58.833333333333336,77.26333333333334,521.2466666666667,0.0,70.0,42.29,74.0,0.0,70.0,0.0,72.0,69.93666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
101,2025-01-29 05:45:00,524.07,0.0,59.5,77.39,524.0666666666667,0.0,70.0,42.78333333333333,74.0,0.0,70.0,0.0,72.0,69.93333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
102,2025-01-29 06:00:00,528.3066666666667,0.0,60.66666666666666,77.67333333333333,531.1333333333333,0.0,70.0,44.01333333333333,74.0,0.0,70.0,0.0,72.0,69.89666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
103,2025-01-29 06:15:00,524.7800000000001,0.0,61.5,77.77333333333333,529.72,0.0,70.0,44.22666666666667,74.0,0.0,70.0,0.0,72.0,69.92666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
104,2025-01-29 06:30:00,533.2533333333334,0.0,61.0,77.73333333333333,529.72,0.0,70.0,44.083333333333336,74.0,0.0,70.0,0.0,72.0,69.94666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
105,2025-01-29 06:45:00,538.9,0.0,61.0,77.99,533.2533333333334,0.0,70.0,44.70666666666667,74.0,0.0,70.0,0.0,72.0,69.93333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
106,2025-01-29 07:00:00,532.5466666666667,0.0,61.333333333333336,78.06666666666666,533.96,0.0,70.0,44.89000000000001,74.0,0.0,70.0,0.0,72.0,69.94666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
107,2025-01-29 07:15:00,536.7833333333333,0.0,61.333333333333336,78.18666666666667,536.08,0.0,70.0,45.18333333333334,74.0,0.0,70.0,0.0,72.0,69.93666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
108,2025-01-29 07:30:00,539.6066666666667,0.0,61.5,78.24333333333333,536.7866666666667,0.0,70.0,45.336666666666666,74.0,0.0,70.0,0.0,72.0,69.94333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
109,2025-01-29 07:45:00,532.5466666666667,0.0,61.333333333333336,78.36666666666666,537.49,0.0,70.0,45.75666666666667,74.0,0.0,70.0,0.0,72.0,69.95333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
110,2025-01-29 08:00:00,541.02,0.0,61.5,78.51,538.9033333333333,0.0,70.0,46.01333333333334,74.0,0.0,70.0,0.0,72.0,69.94666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
111,2025-01-29 08:15:00,540.3133333333334,0.0,61.5,78.57,540.31,0.0,70.0,46.153333333333336,74.0,0.0,70.0,0.0,72.0,69.94666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
112,2025-01-29 08:30:00,538.1933333333333,0.0,61.5,78.68333333333334,541.7233333333332,0.0,70.0,46.36666666666667,74.0,0.0,70.0,0.0,72.0,69.95333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
113,2025-01-29 08:45:00,538.1966666666667,0.0,61.66666666666666,78.82666666666667,542.43,0.0,70.0,46.8,74.0,0.0,70.0,0.0,72.0,69.94,67.0,69.0,1.0,-1.0,85.0,68.0
114,2025-01-29 09:00:00,541.7233333333332,0.0,62.0,78.93333333333334,544.55,0.0,70.0,47.07333333333333,74.0,0.0,70.0,0.0,72.0,69.94,67.0,69.0,1.0,-1.0,85.0,68.0
115,2025-01-29 09:15:00,543.1433333333333,0.0,62.833333333333336,79.05333333333333,546.67,0.0,70.0,47.53333333333333,74.0,0.0,70.0,0.0,72.0,69.94,67.0,69.0,1.0,-1.0,85.0,68.0
116,2025-01-29 09:30:00,544.55,0.0,63.0,78.99666666666667,545.2566666666667,0.0,70.0,47.23,74.0,0.0,70.0,0.0,72.0,69.97333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
117,2025-01-29 09:45:00,545.9633333333333,0.0,63.16666666666666,79.01,545.9633333333333,0.0,70.0,47.47,74.0,0.0,70.0,0.0,72.0,69.97333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
118,2025-01-29 10:00:00,551.6166666666667,0.0,62.833333333333336,78.96,545.9633333333333,0.0,70.0,47.43666666666667,74.0,0.0,70.0,0.0,72.0,69.96666666666665,67.0,69.0,1.0,-1.0,85.0,68.0
119,2025-01-29 10:15:00,546.67,0.0,63.0,78.93666666666667,546.67,0.0,70.0,47.64000000000001,74.0,0.0,70.0,0.0,72.0,69.97333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
120,2025-01-29 10:30:00,548.79,0.0,63.16666666666666,78.92999999999999,546.67,0.0,70.0,47.63,74.0,0.0,70.0,0.0,72.0,69.97333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
121,2025-01-29 10:45:00,546.67,0.0,62.66666666666666,78.98666666666666,549.4966666666666,0.0,70.0,48.01666666666667,74.0,0.0,70.0,0.0,72.0,69.96,67.0,69.0,1.0,-1.0,85.0,68.0
122,2025-01-29 11:00:00,557.2633333333333,0.0,63.333333333333336,79.36,553.7366666666667,0.0,70.0,49.13,74.0,0.0,70.0,0.0,72.0,69.92999999999999,67.0,69.0,1.0,-1.0,85.0,68.0
123,2025-01-29 11:15:00,555.1433333333333,0.0,63.333333333333336,79.34666666666666,554.4433333333333,0.0,70.0,49.27666666666666,74.0,0.0,70.0,0.0,72.0,69.93333333333334,67.0,69.0,1.0,-1.0,85.0,68.0
124,2025-01-29 11:30:00,560.0933333333334,0.0,64.0,79.54,558.68,0.0,70.0,50.21666666666667,74.0,0.0,70.0,0.0,72.0,69.92666666666666,67.0,69.0,1.0,-1.0,85.0,68.0
125,2025-01-29 11:45:00,559.3833333333333,0.0,63.5,79.2,556.56,0.0,70.0,49.75666666666667,74.0,0.0,70.0,0.0,72.0,69.95,67.0,69.0,1.0,-1.0,85.0,68.0
126,2025-01-29 12:00:00,559.38,0.0,64.0,79.88,563.62,0.0,70.0,51.053333333333335,74.0,0.0,70.0,0.0,72.0,69.91666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
127,2025-01-29 12:15:00,567.1533333333333,0.0,64.33333333333333,79.74666666666667,563.62,0.0,70.0,51.02,74.0,0.0,70.0,0.0,72.0,69.94333333333333,67.0,69.0,1.0,-1.0,85.0,68.0
128,2025-01-29 12:30:00,563.62,0.0,65.16666666666667,80.00666666666667,566.4466666666667,0.0,70.0,51.96666666666667,74.0,0.0,70.0,0.0,72.0,69.91666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
129,2025-01-29 12:45:00,563.6233333333333,0.0,64.5,79.91,565.0333333333333,0.0,70.0,51.55,74.0,0.0,70.0,0.0,72.0,69.95,67.0,69.0,1.0,-1.0,85.0,68.0
130,2025-01-29 13:00:00,567.1533333333333,0.0,64.5,79.76666666666667,563.62,0.0,70.0,51.09666666666666,74.0,0.0,70.0,0.0,72.0,69.98,67.0,69.0,1.0,-1.0,85.0,68.0
131,2025-01-29 13:15:00,554.4433333333333,0.0,63.833333333333336,79.50333333333333,559.3833333333333,0.0,70.0,50.3,74.0,0.0,70.0,0.0,72.0,70.01666666666667,67.0,69.0,1.0,-1.0,85.0,68.0
132,2025-01-29 13:30:00,548.0866666666667,0.0,63.16666666666666,78.77333333333333,550.2033333333333,0.0,70.0,48.3,74.0,0.0,70.0,0.0,72.0,70.09,67.0,69.0,1.0,-1.0,85.0,68.0
